,tweet_id,sentiment,content
4818,1960520203,anger,@chevale my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!
4819,1960520265,sadness,@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.
4820,1960520455,fear,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders"
4821,1960520960,fear,"@blankdeluxe  no i havent got mine yet, did u get yours?"
4822,1960521178,anger,"Back in Glasgow, stuck in traffic on the M8"
4823,1960521519,sadness,"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job"
4824,1960521642,anger,@BrittanyASnow omgsh i know  i'm dealing with that rite now. its no fun!
4826,1960528203,fear,@yerex i want to adopt him
4827,1960528493,fear,Sooo tell me how I lost followerzzz
4830,1960528948,fear,@ispeed72 Could've said hi. We're off down south tho
4832,1960529858,sadness,@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!
4833,1960530052,fear,my tummy hurts  i blame last night's chinese food.
4834,1960530104,fear,"@DsBabyGirl I know. I want it to come bec I'm excited, but then I don't bec it's gonna go by so fast &amp; then it will be over"
4835,1960530194,fear,"@RyanSeacrest Im feeling sad, not likeing my new haircut"
4836,1960530621,fear,@RiceBunny cause my eyelids are not deep set.  thanks it would help me a lot.
4837,1960530713,fear,@scorpio1641 I have no idea  I'm watching Rafa too. Running to the comp ever to often to check live score. he's 3-2 down in the third.
4839,1960532185,fear,@Keitakeita girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me
4841,1960532835,fear,@ELIZABETHANNN I'm sorryyyyyy  I'll be home as fast as possible where we meeting at?
4843,1960533315,sadness,another rainy day
4844,1960533608,sadness,@TheCubs Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball
4845,1960533851,sadness,"@evonmichelle It's my mum's. LOL They haven't got me anything yet.  Sad, Sad... haha"
4847,1960534371,sadness,"@Wizardess I got a coupon, but I couldn't register it because you have to be in the US"
4848,1960534634,fear,GM TWITS! Headed to the BX to clean up the new Apartment! But kinda sad cuz I dreamed about him last night
4849,1960534684,fear,@happylovesChuck I know. But the second problem being: he doesn't REALLY exist still applies. Shame
4851,1960535134,sadness,"horrible dreams last night  also had one in which i was employed...sigh, if only."
4853,1960535192,surprise,back to my office.  the fire alarm went off due to someone burnt food in microwave
4855,1960535604,sadness,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
4857,1960535991,sadness,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions
4858,1960536161,fear,@yeahgiancarlo Can't  No money to spend.
4861,1960536987,surprise,"Twitter seriously, SERIOUSLY dropped the ball here with my RoxieRavenclaw account. I'm so mad and sad about this."
4862,1960537056,fear,moving today.... sad day
4863,1960537095,anger,Getting ready for week  Its too nice today to be stuck inside working!
4864,1960537115,fear,I need some plugs. for real. my ears want to stretch. and I have no money
4866,1960537689,anger,I hate going to the dr  just wasted 1 hour and a half for them to say my back pain is probly depression or stress. Duhh! I need it fixed
4870,1960539094,fear,"thinking about having lunch soon, but we have no food in"
4874,1960539640,fear,"@energeticspace If I can run by then, I will join you...miss running"
4875,1960540058,sadness,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!"
4876,1960540143,surprise,It's 11:05 and I'm already on my lunch break
4877,1960540427,sadness,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away
4878,1960540635,fear,"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully"
4880,1960541171,sadness,"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ..."
4881,1960541265,sadness,@billbathgate ....any  sorry wahh!! lub u toooo ;)
4882,1960542577,sadness,@LuvinMeSomeD That's how it was for me in March...it came sooo slow..then it was over in a heartbeat
4883,1960542817,surprise,so im dogsitting at my friends house and her cleaning lady came this morning. and she told me i looked like i was 18.  man. growing younge
4884,1960542934,sadness,Finally back from the stupid holiday ! Missing the fit bar men though
4885,1960543568,fear,need to go to work soonish but i really dont want to  also trying to save money... life is fab (not)
4886,1960544150,fear,"Moving office tomorrow after 3 years at this one, its a sad day"
4887,1960544388,happy,Last time we'll get tacos like this.
4888,1960544570,happy,@littlelaughalot nice! it's days like today I wish we had a garden
4889,1960544806,fear,my lord! this day is going to slow
4890,1960545040,anger,@eboogiee smh Your whin with that comment
4892,1960545926,sadness,@GavinHolt i wish i was outside
4893,1960546098,fear,stayn @ home from school. sick. doc says I have bronchitis
4895,1960552525,fear,Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn't get the better of me!
4897,1960552890,sadness,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0"
4898,1960552941,sadness,@bimbler I have too much work to drink now.   but I do love afternoons in the pub.
4899,1960553358,sadness,i got ill and tomorrow iï¿½ve got birthday...
4900,1960553547,anger,FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!
4902,1960554738,sadness,@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you
4904,1960555152,sadness,watching chicago. @bambamonline honeyyyy im with you I miss me some hey arnold! and wild thornberrys
4905,1960555219,sadness,Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!
4906,1960555226,fear,Am hating my life at the moment. There's only so many NOs my delicate little mind can take
4908,1960556130,fear,NEEDS an external hard drive. I don't have enough money   &lt; I don't wanna give up my music! &gt;
4909,1960556390,sadness,@SoSimplyMe. I'm sitting here with this girl that urk my nerves damm yo
4910,1960556773,fear,"@krissylin you're a busy Bob, I'm jealous. I'm not sure I can even afford to go meet John de Lancie and Leonard Nimoy"
4911,1960556834,anger,i HATE U.S. history
4912,1960557958,sadness,"well,only one week left of my holidays,sad sad"
4913,1960558019,surprise,@Twyst The devil you say!  I've been waiting for the Black Widow in movies and now she won't be awesome at all.
4914,1960558298,happy,@kirstiealley It'd be nice but soon we'll have to Pay to Tweet
4916,1960558967,fear,"great. my mom is pissed at me, so she sent me to the asbestos filled backroom"
4917,1960559262,sadness,"@AndresHenriquez thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work"
4919,1960559618,anger,"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully"
4920,1960559624,fear,"@ceichstaedt I guess it'll work under fusion. Otherwise you'll have to boot directly to Vista just to do some online banking, which sucks"
4921,1960559820,sadness,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO
4922,1960559837,fear,I'm going to miss my iMac so much over the next month.
4923,1960559985,sadness,@izzyvideo Izzy!!! So sorry to hear that - what a disaster
4924,1960559995,sadness,Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards
4925,1960560212,fear,@drford not too good  how are you feeling today?
4926,1960560676,happy,i really want to see cash cash again
4928,1960560891,sadness,thanks gourmetcook! But cold shower wouldn't help.
4929,1960561437,fear,I am never going in to town on a sunny friday in half term again. eugh got no electricity
4930,1960561640,happy,aaah good bye mikee  smoked crabs!
4932,1960562249,fear,"@suziperry @AnnaPhylaxis Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you're not!"
4934,1960562591,sadness,@katieeeian143 you're missing the devil wears prada!!!!! sad...
4935,1960562891,surprise,@Samtagious DAMN! a mass unfollowing and i didnt get the invite! im bummed now
4937,1960563813,fear,@ian_watkins Oh my gosh ian i always miss you when your on
4938,1960563945,sadness,My hairstylist left the salon without telling me where she was going.   Damn!
4939,1960564940,fear,@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.
4940,1960565074,fear,@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before
4943,1960565354,sadness,"TGIF, too bad the weather sucks..."
4944,1960565849,anger,lousy mofo landlord.   need to focus on kid's packing but cant . nevermind sew sleeping bag
4945,1960565967,fear,figuring out wats wrong with her she can drink but cant eat  ...
4948,1960566393,fear,Sephora is having a 75% off sale. And I'm so broke  Life isn't fair.
4949,1960566583,fear,ughhhhhhhhhhhh  :/
4950,1960566871,sadness,@skoosie probably not. I hate when that happens!
4951,1960567413,anger,Ugh! I can't access through my mobile web!
4952,1960567815,sadness,PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.
4953,1960568036,anger,@lishreece She has her perfect moments. She just broke one of the tiles on the floor in the hallway. I don't find her very perfect now.
4954,1960568105,fear,"@singlemom75 that's the prob, no idea how to meet guys. Met all my exs online &amp; now I've dated that pool dry"
4955,1960568196,sadness,Just paid my bills now I have no money
4956,1960568255,happy,@JamesScholes Yes. We have a copyright exemption we're apparently trying to ensure the rest of the world doesn't have.  #sccr18
4957,1960568579,sadness,@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away'
4958,1960569290,sadness,"Warhammer 40k: Space Marines 'officially' announced, only for 360 and PS3.  No luck for PC gamers"
4959,1960569575,fear,Waiting patiently to go out tonight....al by my lonesome
4962,1960573170,sadness,@JoeWitless more nightmares?  *huggles*
4963,1960573430,fear,"ok, back to the dentist today. All I want to do is bask in the sun"
4964,1960573988,sadness,ugh back to work today
4966,1960574841,sadness,I hate being young
4967,1960575049,fear,@Lealala i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S
4968,1960575702,fear,Good mornin &amp; no u tol twitter LOL but I knew &amp; called u yesterday 2 see if u were okay but no answer  how r u feelin babe?
4969,1960575835,fear,'ss back to the gym project. Finally finished ... Damn filthy hobo's always trying to eat my taco's.  !!   &lt;/3
